#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
EVTTITLE_WCCLS_1;Education Initiated;Apprentissage débuté;Ausbildung begonnen;;;;;;;;;;;x
EVTDESC_WCDAC_5035_northrend;After a long journey your ship has finally made landfall on the lifeless frozen shore of a new and mysterious island. The surrounding area is dark and gloomy, but you can hear your master's voice more clearly than ever.\n\nAs soon as you stepped onto this island, you felt the sensation of something massive moving deep under your feet. You could feel the dark presence deep in the bowels of earth and the whispers emitting from the ground.\n\nSoon, you will sail north to break the bonds of the titans and free your Master, but first, you need to prepare your forces.;;Nach einer langen Reise ist Euer Schiff schließlich an der leblos gefrorenen Küste einer neuen und geheimnisvollen Insel gelandet. Die Umgebung ist düster und bedrückend, aber Ihr könnt die Stimme Eures Meisters deutlicher denn jemals zuvor hören.\n\nKaum dass Ihr diese Insel betreten habt, überkam Euch das Gefühl, dass sich etwas tief unter Euren Füßen bewegt. Ihr spürtet die dunkle Präsenz tief in den Eingeweiden der Erde und das Flüstern, das aus dem Boden drang.\n\nBald werdet Ihr gen Norden segeln, um die Fesseln der Titanen zu durchbrechen und Euren Meister zu befreien, aber zuerst müsst Ihr Eure Kräfte vorbereiten.;;;;;;;;;;;x
EVTOPTA_WCDAC_5035;We should build a base here.;;Wir müssen hier ein Lager errichten;;;;;;;;;;;x
EVTDESC_WCDAC_5040_kalimdor;You have led your followers to a cavern complex deep beneath Tanaris and started the creation of a Twilight's Hammer base there.\n\nThe caverns will protect you from both the sun and the prying eyes of the locals.\n\nYour pale orc followers are quite happy to live underground once again, or perhaps it's the proximity to your Master that is driving them into a state of ecstasy.;;Ihr habt Eure Gefolgsleute zu einem Höhlenkomplex tief unter Tanaris geführt und dort mit der Errichtung einer Basis des Zwielichthammers begonnen. Die Höhlen werden euch sowohl vor der Sonne als auch vor den neugierigen Augen der Einheimischen schützen. Eure bleichen Ork-Anhänger sind ganz glücklich, wieder unter der Erde zu leben, oder vielleicht ist es die Nähe zu Eurem Meister, die sie in einen Zustand der Ekstase treibt.;;;;;;;;;;;x
EVTDESC_WCDAC_5040_northrend;While exploring the island you have found a forgotten titan complex.\n\nYou have decided that the best course of action is to defile it by building a Twilight's Hammer base inside.\n\nYou have ordered your pale orc followers to start the construction, which they have pursued with vigorous frenzy, no doubt spurred on by their hate for titans or the proximity to your Master.;;Bei der Erkundung der Insel habt Ihr einen vergessenen Komplex der Titanen gefunden. Ihr habt beschlossen, die beste Vorgehensweise sei, ihn zu entweihen, indem Ihr darin eine Basis des Zwielichthammers errichtet. Ihr habt Euren bleichen Ork-Anhängern befohlen, mit dem Bau zu beginnen, den sie mit großem Eifer vorangetrieben haben, zweifellos angespornt durch ihren Hass auf die Titanen oder die Nähe zu Eurem Meister.;;;;;;;;;;;x
EVTOPTA_WCDAC_5040;Tendrils of the Twilight's Hammer will spread from here.;;Von hier aus wird sich der Zwielichthammer ausbreiten.;;;;;;;;;;;x
EVTDESC_WCDAC_5041_first_kill;Your guards have found one of your followers dead this morning. Upon closer inspection of the body you realised that it was not the result of a brawl getting out of hand, but an assassin's work. The cut was made with the precision of a master killer, but even more frightening is the fact that you have seen cuts like this many times during your time with the Shadow Council.;;Eure Wachen haben heute Morgen einen Eurer Anhänger tot aufgefunden. Bei näherer Untersuchung der Leiche wurde klar, dass es sich nicht um das Ergebnis einer außer Kontrolle geratenen Schlägerei handelte, sondern um das Werk eines Attentäters. Der Schnitt wurde mit der Präzision eines meisterhaften Mörders ausgeführt, aber noch beängstigender ist die Tatsache, dass Ihr derartige Schnitte während Eurer Zeit beim Schattenrat schon viele Male gesehen habt.;;;;;;;;;;;x
EVTDESC_WCDAC_5041_later_kills;This morning your guards found another dead body inside your camp. The cut on the victim's throat was the same as the previous corpse and there could be no mistaking it for anything other than Garona's work. If the attacks continue, the success of your mission could be compromised.;;Heute Morgen fanden Eure Wachen eine weitere Leiche in Eurem Lager. Der Schnitt an der Kehle des Opfers war derselbe wie bei der vorherigen Leiche, und man kann ihn nicht mit etwas anderem als dem Werk Garonas verwechseln. Wenn die Angriffe weitergehen, könnte der Erfolg Eurer Mission gefährdet sein.;;;;;;;;;;;x
EVTOPTA_WCDAC_5041;I know that blade... Garona.;;Ich kenne diese Klinge... Garona.;;;;;;;;;;;x
EVTOPTB_WCDAC_5041;I need to stop them.;;Ich muss sie aufhalten.;;;;;;;;;;;x
EVTDESC_WCDAC_5042;After some time spent planning you have finally created a scheme that will allow you to capture Garona. Despite her mastery of assassination, there is one thing that makes her vulnerable. She has always greatly desired to hunt you down and kill you. Using yourself as bait would allow your followers to corner and capture her.;;Nach einiger Zeit der Planung habt Ihr endlich einen Plan entwickelt, der es Euch erlauben würde, Garona zu schnappen. Trotz ihrer meisterhaften Beherrschung des Attentats gibt es eine Sache, die sie verwundbar macht. Sie hat immer den großen Wunsch gehabt, Euch zur Strecke zu bringen und zu töten. Sich selbst als lebendigen Köder zu benutzen, würde es Euren Anhängern ermöglichen, sie in die Enge zu treiben und zu fangen.;;;;;;;;;;;x
EVTOPTA_WCDAC_5042;Nothing can stand in the way of my Master.;;Nichts kann sich meinem Meister in den Weg stellen.;;;;;;;;;;;x
EVTDESC_WCDAC_5043;Your scheme succeeded. After a long journey, you have managed to lead Garona into a trap and surround her. While you did not come out of it unscathed, the plan was successful. Garona is now your prisoner and the success of your mission is no longer threatened.;;Euer Plan war erfolgreich. Nach einer langen Reise ist es Euch gelungen, Garona in eine Falle zu locken und sie zu umzingeln. Obwohl Ihr nicht ungeschoren davonkamt, war der Plan erfolgreich. Garona ist jetzt Eure Gefangene und der Erfolg eurer Mission ist nicht länger bedroht.;;;;;;;;;;;x
EVTOPTA_WCDAC_5043;I have plans for you.;;Ich habe Pläne für dich.;;;;;;;;;;;x
EVTDESC_WCDAC_5044;When you were part of the Shadow Council, you often saw Guldan controlling Garona with a mere word. Back on Outland, when she was a little girl, he used magic to bind her mind to his will, but few among the living remember the incantations to control her. You being Guldan's greatest disciple are one of them, of course. You reach deep into her mind and start the incantation.;;Als Ihr Teil des Schattenrates wart, habt Ihr oft gesehen, wie Guldan Garona mit nur einem Wort kontrollierte. Damals in der Scherbenwelt, als sie ein kleines Mädchen war, benutzte er Magie, um ihren Geist an seinen Willen zu binden, aber nur wenige unter den Lebenden erinnern sich an die Beschwörungsformeln, mit denen sie kontrolliert wird. Ihr als Guldans größter Schüler seid natürlich einer von ihnen.  Ihr greift tief in ihren Geist und beginnt die Beschwörung.;;;;;;;;;;;x
EVTOPTA_WCDAC_5044;Hear and obey me.;;Höre und gehorche mir.;;;;;;;;;;;x
EVTDESC_WCDAC_5045;The preparations are finally over and your mission can finally be completed. Your followers have gathered and they are eager to journey into the heart of darkness. Many of them will perish during this long march, but it does not matter. Only the worthiest ones will live to see the Hour of Twilight.;;Die Vorbereitungen sind endlich abgeschlossen, und Eure Aufgabe kann endlich beendet werden. Eure Anhänger haben sich versammelt, und sie sind begierig darauf, in das Herz der Finsternis zu reisen. Viele von ihnen werden auf diesem langen Marsch umkommen, aber das spielt keine Rolle. Nur die Würdigsten werden die Stunde der Dämmerung erleben.;;;;;;;;;;;x
EVTOPTA_WCDAC_5045;His time has coming.;;Die Zeit ist gekommen.;;;;;;;;;;;x
EVTDESC_WCDAC_5046_kalimdor;Your party has arrived at the lifeless sand of Silithus.\n\nThe surrounding area is dark and gloomy, everything around you suggesting the presence of an Old God.\n\nAs soon as you stepped on the sand of Silithus proper, you felt the sensation of something swarming beneath your feet. Through this feeling, you were able to hear the whispers of C'Thun, who has ordered you to continue travelling to a ruined temple-city, whose towers could be seen far ahead, blurring into the hot air of a dead desert.;;Eure Gruppe ist auf dem leblosen Sand von Silithus angekommen. Die Umgebung ist düster und unheimlich, alles um euch herum deutet auf die Gegenwart eines alten Gottes hin. Kaum dass Ihr auf den Sand von Silithus getreten seid, spürtet Ihr, wie etwas unter Euren Füßen wimmelte. Durch dieses Gefühl konntet Ihr das Flüstern von C'Thun hören, der Euch befohlen hat, weiter zu einer zerstörten Tempelstadt zu reisen, deren Türme weit vor Euch zu sehen waren und die in der heißen Luft einer toten Wüste verschwammen.;;;;;;;;;;;x
EVTDESC_WCDAC_5046_northrend;Your party has arrived at the lifeless frozen shores of Storm Peaks.\n\nThe area around is dark and gloomy, everything around you suggesting the presence of an Old God.\n\nAs soon as you stepped on the frozen snows of Northrend, you felt something deep beneath your feet. Through this feeling, you were able to hear the whispers of Yogg-Saron, who has ordered you to continue travelling to the walls of a titanic complex, whose towers could be seen far ahead, towering above the mountain peaks.;;Eure Gruppe ist an den leblosen, gefrorenen Ufern von Storm Peaks angekommen. Die Umgebung ist düster und unheimlich, alles um Sie herum deutet auf die Gegenwart eines alten Gottes hin. Kaum dass Ihr auf den gefrorenen Schnee von Northrend getreten seid, spürtet Ihr etwas tief unter Euren Füßen. Durch dieses Gefühl konntet Ihr das Flüstern von Yogg-Saron hören, der Euch befohlen hat, weiter zu den Mauern eines titanischen Komplexes zu reisen, dessen Türme weit voraus zu sehen waren und die über die Berggipfel ragten.;;;;;;;;;;;x
EVTOPTA_WCDAC_5046;The bonds shall be shattered.;;Die Bande sollen zerschlagen werden.;;;;;;;;;;;x
#LINE_REMOVED_DONT_TOUCH;;;;;;;;;;;;;;x
EVTDESC_WCDAC_5047_kalimdor;This desert was far from lifeless. Underneath the sand and in the air, billions of huge insects, creations of C'Thun, are swarming. They were enthusiastic about the imminent awakening of their lord. As we approached the huge temple city, their numbers grew. It is under these ruins that the Old God sleeps. You can feel the overwhelming power of your master under your feet as you enter the prison chamber. His voice is no longer weak, but strong like thunder during a storm. You eagerly prepare the ritual as everyone gathers to take part in it. They are driven into an euphoric state by his proximity and howl wildly like animals. The ritual will start soon.;;Diese Wüste war alles andere als leblos. Unter dem Sand und in der Luft wimmelt es von Milliarden riesiger Insekten, Schöpfungen von C'Thun. Sie waren vom bevorstehenden Erwachen ihres Herrn so begeistert. Als wir uns der riesigen Tempelstadt näherten, wuchs ihre Zahl. Unter diesen Ruinen schläft der alte Gott. Ihr könnt die überwältigende Macht Eures Herrn unter Euren Füßen spüren, als Ihr den Kerkerraum betretet. Seine Stimme ist nicht mehr schwach, sondern stark wie der Donner bei einem Sturm. Eifrig bereitet Ihr das Ritual vor, während sich alle versammeln, um daran teilzunehmen. Durch seine Nähe werdet ihr in einen euphorischen Zustand versetzt und heult wie wilde Tiere. Das Ritual wird bald beginnen.;;;;;;;;;;;x
EVTDESC_WCDAC_5047_northrend;This wasteland was far from lifeless. Inside the titan complex and in the halls below it, thousands of warriors made from stone and iron dwelt, the creations of titans and their servants. They are slumbering, put in this passive state by the power of the Old God. You entered the city unopposed and made it into the depths of the complex, down to Yogg-Saron's prison. You can feel the overwhelming power of your master under your feet as you enter the prison chamber. His voice is no longer weak, but strong like thunder during a storm. You eagerly prepare the ritual as everyone gathers to take part in it. They are driven into an euphoric state by his proximity and howl wildly like animals. The ritual will start soon.;;Diese Einöde war alles andere als leblos. Im Inneren des Titanenkomplexes und in den Hallen darunter verweilten Tausende von Kriegern aus Stein und Eisen, die Schöpfungen der Titanen und ihrer Diener. Sie schlummern, in diesen passiven Zustand versetzt durch die Macht des alten Gottes. Ihr habt die Stadt ungehindert betreten und seid in die Tiefen des Komplexes vorgedrungen, bis hinunter zum Gefängnis von Yogg-Saron.  Ihr könnt die überwältigende Macht Eures Herrn unter Euren Füßen spüren, als Ihr den Kerkerraum betretet. Seine Stimme ist nicht mehr schwach, sondern stark wie der Donner bei einem Sturm. Eifrig bereitet Ihr das Ritual vor, während sich alle versammeln, um daran teilzunehmen. Durch seine Nähe werdet ihr in einen euphorischen Zustand versetzt und heult wie wilde Tiere. Das Ritual wird bald beginnen.;;;;;;;;;;;x
EVTOPTA_WCDAC_5047;Prepare the ritual!;;Bereitet das Ritual vor!;;;;;;;;;;;x
#LINE_REMOVED_DONT_TOUCH;;;;;;;;;;;;;;x
#LINE_REMOVED_DONT_TOUCH;;;;;;;;;;;;;;x
DYN1_DESC;With a score of $SCORE$ you$FAILED$ beat House Lothar. This house grew to prominence under Thoradin, who ruled a small tribe within the Arathi Highlands, a master strategist who united all of humanity through conquest along with diplomacy, forming the empire of Arathor. He was also the wielder of the legendary sword Strom'kar and founder of Strom. When Arathor began to crumble, Thoradin's last descendants went south, founding the Kingdom of Stormwind. The last living descendant, Anduin Lothar held the title of Supreme Commander of the Alliance before his demise against the Orcish Horde.;;Mit einem Punktestand von $SCORE$ ist es Euch$FAILED$ gelungen, das Haus Lothar zu übertreffen. Dieses Haus gewann unter Thoradin, der einen kleinen Stamm im Arathi-Hochland regierte, an Bedeutung. Thoradin war ein Meisterstratege, der die gesamte Menschheit durch Eroberung und Diplomatie vereinte und so das Reich Arathor schuf. Er führte außerdem das legendäre Schwert Strom'kar und war der Gründer von Strom. Als Arathor zu zerfallen begann, zogen die letzten Nachkommen Thoradins nach Süden und gründeten das Königreich Sturmwind. Der letzte lebende Nachfahre, Anduin Lothar, trug den Titel des Oberbefehlshabers der Allianz vor seinem Tod gegen die Ork-Horde.;;;;;;;;;;;x
DYN2_DESC;With a score of $SCORE$ you$FAILED$ beat House Trollbane. This human family started as a small tribe in the Alterac Mountains under Ignaeus Trollbane, who became a general of Arathor after pleading his allegiance to King Thoradin. After the collapse of Arathor, the first Trollbane ascended to the throne of what would become Stromgarde. One of their most prominent members, Danath Trollbane, served as the second in command of the Outland expedition, and eventually as the main leader of the Alliance fortress of Honor Hold. They are known for many things, though mainly slaying trolls.;;Mit einem Punktestand von $SCORE$ ist es Euch$FAILED$ gelungen, das Haus Trollbane zu übertreffen. Diese menschliche Familie begann als kleiner Stamm im Alteracgebirge unter Ignaeus Trollbane, der zum General von Arathor wurde, nachdem er König Thoradin die Treue geschworen hatte. Nach dem Zusammenbruch von Arathor bestieg der erste Trollbane den Thron dessen, was später Stromgarde werden sollte. Eines ihrer prominentesten Mitglieder, Danath Trollbane, diente als zweiter Kommandant der Scherbenwelt-Expedition und schließlich als Befehlshaber der Allianz-Festung von Ehrenfeste. Sie sind für viele Dinge bekannt, hauptsächlich aber für das Töten von Trollen.;;;;;;;;;;;x
DYN3_DESC;With a score of $SCORE$ you$FAILED$ beat House Bronzebeard. The clan's first appearance is forgotten to history, however, it grew to prominence during Thane Madoran Bronzebeard's reign, after the death of the last High King of the dwarves. The fragile peace between the clans broke down into a civil war for Ironforge, where the Bronzebeard clan was victorious. A family known for exploring, battles, drinking and good tales, the Bronzebeard reign over Ironforge has been prosperous, managing to find new allies like humans as well as mending the broken relationship with the Wildhammer clan.;;Mit einem Punktestand von $SCORE$ ist es Euch$FAILED$ gelungen, das Haus Bronzebeard zu übertreffen. Die erste Erscheinung des Clans ist von der Geschichte vergessen, doch während der Herrschaft von Thane Madoran Bronzebeard, nach dem Tod des letzten Hochkönigs der Zwerge, gewann er an Bedeutung. Der zerbrechliche Frieden zwischen den Clans zerbrach in einem Bürgerkrieg um Ironforge, in dem der Bronzebeard-Clan den Sieg davontrug. Als Familie, die für ihre Forschungsreisen, Schlachten, Trinkgelage und guten Geschichten bekannt ist, war die Herrschaft der Bronzebeards über Ironforge sehr erfolgreich, da es ihnen gelang, neue Verbündete wie die Menschen zu finden und das zerrüttete Verhältnis zum Wildhammer-Clan zu heilen.;;;;;;;;;;;x
DYN4_DESC;With a score of $SCORE$ you$FAILED$ beat House Frostwolf. This clan formed about 800 years before the First War, but very little is known of its early history. Eleven years before the First War, Chieftain Garad led the clan, who passed his ideals of family and community upon his three sons. Durotan was chosen as the heir and upheld these traditions, standing up against wrongdoings like the Draenei extermination and drinking the blood of Mannoroth. Durotan's son, Go'el formed a new Horde on Azeroth long after his father's death, with the core ideals passed down through the generations.;;Mit einem Punktestand von $SCORE$ ist es Euch$FAILED$ gelungen, das Haus Frostwolf zu übertreffen. Dieser Clan entstand etwa 800 Jahre vor dem Ersten Krieg, aber über seine frühe Geschichte ist nur sehr wenig bekannt. Elf Jahre vor dem Ersten Krieg führte Häuptling Garad den Clan an, der seine Ideale von Familie und Gemeinschaft an seine drei Söhne weitergab. Durotan wurde als Erbe auserwählt und hielt diese Traditionen aufrecht, indem er sich gegen Missetaten wie die Ausrottung der Draenei und das Trinken des Blutes von Mannoroth auflehnte. Durotans Sohn, Go'el, gründete lange nach dem Tod seines Vaters eine neue Horde in Azeroth, deren Kernideale über die Generationen weitergegeben wurden.;;;;;;;;;;;x
DYN5_DESC;With a score of $SCORE$ you$FAILED$ beat House Sunstrider, the first known member being Dath'Remar. Born into wealth and power, he was obsessed with magic, causing the night elves to exile him and his kin after the War of the Ancients and thus he led his people across the sea, founding Quel'Thalas and the Sunwell. His descendant, Anasterian ruled for around 2,800 years, as well as during the Troll Wars. Anasterian's death caused the downward spiral of the dynasty. His son, Kael'thas, took up the mantle of leadership and attempted to salvage what was left of the Kingdom after the Scourge invasion.;;Mit einem Punktestand von $SCORE$ ist es Euch$FAILED$ gelungen, das Haus Sunstrider, dessen erstes bekanntes Mitglied Dath'Remar war, zu übertreffen. Geboren in Reichtum und Macht, war er von Magie besessen und brachte die Nachtelfen dazu, ihn und seine Sippe nach dem Krieg der Ahnen ins Exil zu verbannen. So führte er sein Volk über das Meer und gründete Quel'Thalas und den Sonnenbrunnen. Sein Nachfahre, Anasterian, herrschte rund 2.800 Jahre lang, darunter auch während der Trollkriege. Anasterians Tod verursachte die Abwärtsspirale der Dynastie. Sein Sohn, Kael'thas, nahm den Mantel der Führung an und versuchte, das zu retten, was nach der Invasion der Geißel vom Königreich übrig geblieben war.;;;;;;;;;;;x
DYN6_DESC;With a score of $SCORE$ you$FAILED$ beat House Anvilmar, the descendants of the last High King of all dwarves who ruled the kingdom with justice and wisdom, Modimus Anvilmar. As their society grew too large within the confines of their great mountain, three powerful factions rose among their people: the Bronzebeard, Wildhammer and Dark Iron clans. This divide eventually led to the downfall of the Anvilmar dynasty. When Modimus passed away of old age, his son would not have enough time to be officially coronated before the dwarven civil war had broken out between the three clans.;;Mit einem Punktestand von $SCORE$ ist es Euch$FAILED$ gelungen, das Haus Anvilmar, die Nachkommen des letzten Hochkönigs aller Zwerge, der das Königreich mit Gerechtigkeit und Weisheit regierte, Modimus Anvilmar, zu übertreffen. Als ihre Gesellschaft innerhalb der Grenzen ihres großen Berges zu groß wurde, erhoben sich drei mächtige Fraktionen in ihrem Volk: der Bronzebeard-, der Wildhammer- und der Dunkeleisen-Clan. Diese Spaltung führte schließlich zum Untergang der Anvilmar-Dynastie. Als Modimus an Altersschwäche starb, hatte sein Sohn nicht genug Zeit, offiziell gekrönt zu werden, bevor der Bürgerkrieg der Zwerge zwischen den drei Clans ausbrach.;;;;;;;;;;;x
DYN7_DESC;With a score of $SCORE$ you$FAILED$ beat House Shadowsong. Despite having no noble blood, this family rose to some relevant prominence during the War of the Ancients, with Jarod Shadowsong being a Captain of the Suramar Guard and later the Commander of the Kaldorei Resistance. In the meantime, his sister Maiev was a senior priestess in the Sisters of Elune. After the conflict, she volunteered to become the leader of a newly-formed elite force, the Watchers. The Shadowsong family only reached their prestigious position within Kaldorei society with blood, toil, tears, and sweat.;;Mit einem Punktestand von $SCORE$ ist es Euch$FAILED$ gelungen, das Haus Shadowsong zu übertreffen. Obwohl diese Familie kein adliges Blut in sich trägt, erlangte sie während des Krieges der Ahnen eine gewisse Bedeutung, als Jarod Shadowsong Hauptmann der Suramar-Garde und später Kommandant des Kaldorei-Widerstandes war. In der Zwischenzeit war seine Schwester Maiev als Hohepriesterin bei den Schwestern von Elune tätig. Nach dem Konflikt meldete sie sich freiwillig, um die Anführerin einer neu gebildeten Elitetruppe, der Wächter, zu werden. Die Familie Shadowsong erreichte ihre prestigeträchtige Position innerhalb der Kaldorei-Gesellschaft nur mit Blut, Mühsal, Tränen und Schweiß.;;;;;;;;;;;x
DYN8_DESC;With a score of $SCORE$ you$FAILED$ beat House Bloodhoof. This family's first historical records begins in the Barrens, where Cairne Bloodhoof was born and raised. The Bloodhoof tribe had nearly been driven to extinction by the Centaurs, until the Orcs of Thrall's new Horde went ashore. During Cairne's rule, the Bloodhoof tribe settled Mulgore and founded an alliance with the Horde. After Cairne's death, his son, as noble and wise as his father, took the reigns of the tribe, leading it with a sense of honour unrivaled by most other dynasties on Azeroth.;;Mit einem Punktestand von $SCORE$ ist es Euch$FAILED$ gelungen, das Haus Bloodhoof zu übertreffen. Die ersten historischen Aufzeichnungen dieser Familie beginnen im Brachland, wo Cairne Bloodhoof geboren und aufgewachsen ist. Der Bloodhoof-Stamm war von den Zentauren fast bis zur Ausrottung getrieben worden, bis die Orks von Thralls neuer Horde an Land gingen. Während der Herrschaft von Cairne siedelte der Bloodhoof-Stamm in Mulgore und schloss ein Bündnis mit der Horde. Nach Cairnes Tod übernahm sein Sohn, so edel und weise wie sein Vater, die Herrschaft des Stammes und führte ihn mit einem Ehrgefühl an, das von den meisten anderen Dynastien Azeroths nicht erreicht wurde.;;;;;;;;;;;x
DYN9_DESC;With a score of $SCORE$ you$FAILED$ beat House Dragonflayer. The Dragonflayer Clan came to prominence under King Ymiron, famed for his tactical skills that gave the vrykul the upper hand against their ancient rivals, the jalgar, in their struggle for domination of what is known as the Howling Fjord. Total victory was at hand with the jalgar almost extinct, but a tragedy, that struck the vrykul once before, the curse of flesh, appeared once again. The women afflicted with the curse began giving birth to small, malformed children which struck fear into all the vrykul clans..;;Mit einem Punktestand von $SCORE$ ist es Euch$FAILED$ gelungen, das Haus Dragonflayer zu übertreffen. Der Dragonflayer-Clan wurde unter König Ymiron bekannt, der für seine taktischen Fähigkeiten berühmt war, die den Vrykul in ihrem Kampf um die Vorherrschaft im so genannten Heulenden Fjord die Oberhand gegenüber ihren alten Rivalen, den Jalgar, gaben. Der totale Sieg stand kurz bevor und die Jalgar waren fast ausgelöscht, als eine Tragödie, die die Vrykul schon einmal getroffen hatte, der Fluch des Fleisches, erneut auftrat. Die Frauen, die von diesem Fluch befallen waren, begannen kleine, missgebildete Kinder zur Welt zu bringen, was alle Vrykul-Clans in Angst und Schrecken versetzte.;;;;;;;;;;;x
DYN10_DESC;With a score of $SCORE$ you$FAILED$ beat House Vashj. This Highborn family is fairly well known from Lestharia's leadership of Vashj'ir, which is named in honour of the prosperity she brought to the lands under the reign of Queen Azshara. The Vashj dynasty is also quite known from Lestharia's daughter, Lady Vashj, who rapidly was promoted to became one of Queen Azshara's handmaidens. After the War of the Ancients, however, her beautiful appearance was defiled by the transformation into a Naga, leaving her reputation tarnished after the Great Sundering.;;Mit einem Punktestand von $SCORE$ ist es Euch$FAILED$ gelungen, das Haus Vashj zu übertreffen. Diese hochgeborene Familie ist bekannt für Lestharias Führung von Vashj'ir, die zu Ehren des Wohlstands benannt wurde, den sie den Ländern unter der Herrschaft von Königin Azshara brachte. Die Vashj-Dynastie ist auch durch Lestharias Tochter, Lady Vashj, bestens bekannt, die rasch zu einer der Dienstmägde von Königin Azshara aufstieg. Nach dem Krieg der Alten wurde ihr schönes Aussehen jedoch durch die Verwandlung in eine Naga beschmutzt, wodurch ihr Ruf nach der Großen Teilung getrübt wurde.;;;;;;;;;;;x
DYN11_DESC;With a score of $SCORE$ you$FAILED$ beat House Stormpike. This dwarven clan's origin is not well known, though it is safe to assume that they appeared some time after the War of Three Hammers as subjects of the ruling Bronzebeard clan. They are a well respected clan and are known for their fine and discerning tastes and riches. Under Vanndar Stormpike's leadership, they would lead an expedition into Alterac valley to defend it from the savage Frostwolves while also keeping an eye out for relics of their past and their profitable mining endeavours.;;Mit einem Punktestand von $SCORE$ ist es Euch$FAILED$ gelungen, das Haus Stormpike zu übertreffen. Über den Ursprung dieses Zwergenklans ist wenig bekannt, obwohl man davon ausgehen kann, dass sie einige Zeit nach dem Krieg der drei Hämmer als Untertanen des herrschenden Bronzebeard-Klans auftraten. Sie sind ein angesehener Klan und für ihren feinen und anspruchsvollen Geschmack und Reichtum bekannt. Unter der Führung von Vanndar Stormpike sollten sie eine Expedition ins Alteractal führen, um es vor den wilden Frostwölfen zu verteidigen und gleichzeitig ein waches Auge auf die Relikte ihrer Vergangenheit und ihre gewinnbringenden Bergbaubemühungen zu haben.;;;;;;;;;;;x
DYN12_DESC;With a score of $SCORE$ you$FAILED$ beat House Mechagon. In the distant past, this family founded the monarchy of Gnomeregan. The last king of the gnomes, King Mechagon, however, abandoned his people with a small entourage in search of a mystical land of forgotten technology, which they later settled and named after him. Under his rule in Mechagon, his people have managed to remove a large problem of their society, an aging population, through partially turning themselves into mechanical versions of themselves.;;Mit einem Punktestand von $SCORE$ ist es Euch$FAILED$ gelungen, das Haus Mechagon zu übertreffen. In der fernen Vergangenheit gründete diese Familie die Monarchie von Gnomeregan. Der letzte König der Gnome, König Mechagon, verließ jedoch sein Volk mit einem kleinen Gefolge auf der Suche nach einem mystischen Land vergessener Technologie, das sie später besiedelten und nach ihm benannten. Unter seiner Herrschaft ist es seinem Volk in Mechagon gelungen, ein großes Problem ihrer Gesellschaft, eine alternde Bevölkerung, zu überwinden, indem sie sich selbst zum Teil in mechanische Versionen verwandelten.;;;;;;;;;;;x
DYN13_DESC;With a score of $SCORE$ you$FAILED$ beat House Maraudine. A centaur clan founded by Maraudos, their first Khan, the fourth alleged offspring of Zaetar, son of Cenarius and Theradras, the Crown Princess of the Stonemother Therazane. Being one of the five main centaur clans, the Maraudine have settled in the Valley of Spears, the entrance to the temple of Maraudon and the tomb of Zaetar. They have occupied and maintained the temple of Maraudon, the shrine of their first ancient khan and their procreators, where only the mightiest of the tribe are chosen to guard the tomb.;;Mit einem Punktestand von $SCORE$ ist es Euch$FAILED$ gelungen, das Haus Maraudine, einen Zentauren-Clan, der von Maraudos, ihrem ersten Khan, dem vierten angeblichen Nachkommen von Zaetar, Sohn des Cenarius und Theradras, der Kronprinzessin der Steinmutter Therazane, gegründet wurde, zu übertreffen. Als einer der fünf bedeutendsten Zentauren-Clans haben sich die Maraudine im Tal der Speere, dem Eingang zum Tempel des Maraudon und dem Grab von Zaetar niedergelassen. Sie haben den Maraudon-Tempel, den Schrein ihres ersten uralten Khans und ihrer Ahnen, wo nur die Mächtigsten des Stammes auserwählt wurden, das Grab zu bewachen, besetzt und in Stand gehalten.;;;;;;;;;;;x
DYN14_DESC;With a score of $SCORE$ you$FAILED$ beat House Agamand, once a rich family that settled in the Tirisfal Glades. They formerly possessed the Agamand Mills and large swaths of lands surrounding them, even having their own family crypt as well as some prestigious weapons as family heirlooms. Their downfall came by the hand of the Scourge and Devlin Agamand, who allowed the Scourge access to the mills. Deciding to hold fast to their home, even with their youngest brother's betrayal, it proved to be in vain as most of them were later arisen to the Scourge's servitude.;;Mit einem Punktestand von $SCORE$ ist es Euch$FAILED$ gelungen, das Haus Agamand, eine einst reiche Familie, die sich in Tirisfal niederließ, zu übertreffen. Früher besaßen sie die Agamand-Mühlen und große Landstriche, die sie umgaben, und hatten sogar eine eigene Familiengruft nebst einiger prestigeträchtiger Waffen als Familienerbstücke. Ihr Untergang kam durch die Hand der Geißel und Devlin Agamand, der der Geißel Zugang zu den Mühlen gewährte. Die Entscheidung, an ihrem Haus festzuhalten, selbst mit dem Verrat ihres jüngsten Bruders, erwies sich als vergeblich, da die meisten von ihnen später in die Knechtschaft der Geißel gerieten.;;;;;;;;;;;x
